310,GA-S,Albany,GA,31705,31001,65.5,C,X,17.5
310,GA-S,Albany,GA,31705,31002,137.6,C,X,17.5
310,GA-S,Albany,GA,31705,31003,100.4,C,X,17.5
310,GA-S,Albany,GA,31705,31004,109.7,C,X,17.5
310,GA-S,Albany,GA,31705,31005,86.3,C,X,17.5
310,GA-S,Albany,GA,31705,31006,75.6,C,X,17.5
310,GA-S,Albany,GA,31705,31007,58.3,C,X,17.5
310,GA-S,Albany,GA,31705,31008,88.4,C,X,17.5
310,GA-S,Albany,GA,31705,31009,98.2,C,X,17.5
310,GA-S,Albany,GA,31705,31010,-1,C,X,17.5
310,GA-S,Albany,GA,31705,31011,83.7,C,X,17.5
310,GA-S,Albany,GA,31705,31012,92.7,C,X,17.5
310,GA-S,Albany,GA,31705,31013,81.1,C,X,17.5
310,GA-S,Albany,GA,31705,31014,81.8,C,X,17.5
310,GA-S,Albany,GA,31705,31015,37.9,C,X,17.5
310,GA-S,Albany,GA,31705,31016,112,C,X,17.5
310,GA-S,Albany,GA,31705,31017,101.8,C,X,17.5
310,GA-S,Albany,GA,31705,31018,153.9,C,X,17.5
310,GA-S,Albany,GA,31705,31019,99.7,C,X,17.5
310,GA-S,Albany,GA,31705,31020,112,C,X,17.5
310,GA-S,Albany,GA,31705,31021,114.1,C,X,17.5
310,GA-S,Albany,GA,31705,31022,102.9,C,X,17.5
310,GA-S,Albany,GA,31705,31023,85.2,C,X,17.5
310,GA-S,Albany,GA,31705,31024,141.7,C,X,17.5
310,GA-S,Albany,GA,31705,31025,69,C,X,17.5
310,GA-S,Albany,GA,31705,31026,142.1,C,X,17.5
310,GA-S,Albany,GA,31705,31027,113,C,X,17.5
310,GA-S,Albany,GA,31705,31028,89.9,C,X,17.5
310,GA-S,Albany,GA,31705,31029,119.4,C,X,17.5
310,GA-S,Albany,GA,31705,31030,85.1,C,X,17.5
310,GA-S,Albany,GA,31705,31031,122,C,X,17.5
310,GA-S,Albany,GA,31705,31032,116.5,C,X,17.5
310,GA-S,Albany,GA,31705,31033,122.8,C,X,17.5
310,GA-S,Albany,GA,31705,31034,133.8,C,X,17.5
310,GA-S,Albany,GA,31705,31035,139.5,C,X,17.5
310,GA-S,Albany,GA,31705,31036,71.9,C,X,17.5
310,GA-S,Albany,GA,31705,31037,92.3,C,X,17.5
310,GA-S,Albany,GA,31705,31038,132.6,C,X,17.5
310,GA-S,Albany,GA,31705,31039,84.5,C,X,17.5
310,GA-S,Albany,GA,31705,31040,115.4,C,X,17.5
310,GA-S,Albany,GA,31705,31041,70.2,C,X,17.5
310,GA-S,Albany,GA,31705,31042,131.9,C,X,17.5
310,GA-S,Albany,GA,31705,31044,109.9,C,X,17.5
310,GA-S,Albany,GA,31705,31045,168.4,C,X,17.5
310,GA-S,Albany,GA,31705,31046,123.7,C,X,17.5
310,GA-S,Albany,GA,31705,31047,82.8,C,X,17.5
310,GA-S,Albany,GA,31705,31049,143.8,C,X,17.5
310,GA-S,Albany,GA,31705,31050,101.2,C,X,17.5
310,GA-S,Albany,GA,31705,31051,54,C,X,17.5
310,GA-S,Albany,GA,31705,31052,104,C,X,17.5
310,GA-S,Albany,GA,31705,31054,133.7,C,X,17.5
310,GA-S,Albany,GA,31705,31055,91.3,C,X,17.5
310,GA-S,Albany,GA,31705,31057,75.7,C,X,17.5
310,GA-S,Albany,GA,31705,31058,77,C,X,17.5
310,GA-S,Albany,GA,31705,31059,-1,C,X,17.5
310,GA-S,Albany,GA,31705,31060,80.5,C,X,17.5
310,GA-S,Albany,GA,31705,31061,132.6,C,X,17.5
310,GA-S,Albany,GA,31705,31062,135.3,C,X,17.5
310,GA-S,Albany,GA,31705,31063,61.9,C,X,17.5
310,GA-S,Albany,GA,31705,31064,141.6,C,X,17.5
310,GA-S,Albany,GA,31705,31065,99.3,C,X,17.5
310,GA-S,Albany,GA,31705,31066,106.2,C,X,17.5
310,GA-S,Albany,GA,31705,31067,154.3,C,X,17.5
310,GA-S,Albany,GA,31705,31068,59.9,C,X,17.5
310,GA-S,Albany,GA,31705,31069,73.8,C,X,17.5
310,GA-S,Albany,GA,31705,31070,55.4,C,X,17.5
310,GA-S,Albany,GA,31705,31071,61.6,C,X,17.5
310,GA-S,Albany,GA,31705,31072,51,C,X,17.5
310,GA-S,Albany,GA,31705,31075,102.5,C,X,17.5
310,GA-S,Albany,GA,31705,31076,84,C,X,17.5
310,GA-S,Albany,GA,31705,31077,72,C,X,17.5
310,GA-S,Albany,GA,31705,31078,99.9,C,X,17.5
310,GA-S,Albany,GA,31705,31079,56.1,C,X,17.5
310,GA-S,Albany,GA,31705,31081,67.3,C,X,17.5
310,GA-S,Albany,GA,31705,31082,162.3,C,X,17.5
310,GA-S,Albany,GA,31705,31083,97.4,C,X,17.5
310,GA-S,Albany,GA,31705,31084,47.3,C,X,17.5
310,GA-S,Albany,GA,31705,31085,150.4,C,X,17.5
310,GA-S,Albany,GA,31705,31086,115.3,C,X,17.5
310,GA-S,Albany,GA,31705,31087,156.2,C,X,17.5
310,GA-S,Albany,GA,31705,31088,90.3,C,X,17.5
310,GA-S,Albany,GA,31705,31089,147,C,X,17.5
310,GA-S,Albany,GA,31705,31090,137.9,C,X,17.5
310,GA-S,Albany,GA,31705,31091,59.5,C,X,17.5
310,GA-S,Albany,GA,31705,31092,47.3,C,X,17.5
310,GA-S,Albany,GA,31705,31093,95.3,C,X,17.5
310,GA-S,Albany,GA,31705,31094,170.7,C,X,17.5
310,GA-S,Albany,GA,31705,31095,92.4,C,X,17.5
310,GA-S,Albany,GA,31705,31096,131.2,C,X,17.5
